created_at,full_text,screen_name,location,description,followers_count,friends_count,statuses_count,verified,full_retweet_text
2020-03-01 08:00:25+00:00,RT @ty_dontsin: Imagine being a CEO and you’re losing millions purely because your customers are idiots.,muralisatagopun,chennai india,Stand up comic. SaaS Marketer @FreshworksInc. I am funnily serious at work and seriously funny on stage. I'm also delusional about my work and stage persona.,3690,503,32467,False,Imagine being a CEO and you’re losing millions purely because your customers are idiots. https://t.co/xcz1rxtjSW
2020-03-01 08:00:25+00:00,"RT @choi_bts2: According to Hope Bridge Korea Disaster Relief Association, BTS ARMY made about 8,000 donations to help for recovery of the…",LilacSeeker,india,Here for the music and message. I've made it a personal mission to see BTS succeed 😊 (pfp cr: EverydayShenanigans),6207,362,45305,False,"According to Hope Bridge Korea Disaster Relief Association, BTS ARMY made about 8,000 donations to help for recovery of the COVID19 (coronavirus)in Korea and the amount surpassed KRW 388M (USD323K) until today 1 Mar 1PM KST. @BTS_twt https://t.co/FBfHq2LCBx"
2020-03-01 08:00:26+00:00,"RT @BabyYodaNow: Me: Need to get mask for coronavirus
Bad Me: Yes bitch get the mask save us both
#Coronavirus https://t.co/3BDYAaLKB3",shivamjoshi26,dehradun india uttarkashi,,47,549,1530,False,"Me: Need to get mask for coronavirus
Bad Me: Yes bitch get the mask save us both
#Coronavirus https://t.co/3BDYAaLKB3"
2020-03-01 08:00:30+00:00,"RT @udaykotak: Coronavirus roils global financial markets, sparking chatter of coordinated monetary easing by central banks. 
Reminds me of…",thinkingsofcat,india,What I think,0,44,128,False,"Coronavirus roils global financial markets, sparking chatter of coordinated monetary easing by central banks. 
Reminds me of Mark Twain’s quote, “To a man with a hammer every problem looks like a nail!”"
2020-03-01 08:00:39+00:00,RT @CGTNOfficial: A Chinese doctor got infected with the novel #coronavirus by treating a patient and was discharged from the hospital afte…,PrasannaLogan,chennai india,,10,55,300,False,"A Chinese doctor got infected with the novel #coronavirus by treating a patient and was discharged from the hospital after a month-long treatment. 

He said faith, trust and cooperation were essential to defeating the disease. https://t.co/nCyMCK2fV7"
2020-03-01 08:00:39+00:00,RT @polumechanos: in 2020 we all greeting each other by doing a low-energy kid n play. I don't hate it!,JacobSingh,new delhi india,"Dad, musician, muckraker | CTO @grofers / @groferseng | Small a agile guy.",2539,738,8463,False,in 2020 we all greeting each other by doing a low-energy kid n play. I don't hate it! https://t.co/eThfYjFNX9
2020-03-01 08:00:40+00:00,RT @aliostad: Coronavirus epidemy in Iran has past the crisis level. The country is imploding - law and order to disappear in the next days…,shubham316,new delhi india,Surviving in an urban jungle.,235,589,37420,False,Coronavirus epidemy in Iran has past the crisis level. The country is imploding - law and order to disappear in the next days. A number of officials already died and mass infection among hospital staff and police forces reported.
2020-03-01 08:00:41+00:00,RT @aliostad: Coronavirus epidemy in Iran has past the crisis level. The country is imploding - law and order to disappear in the next days…,wahidnoor2009,bihar india,"Community Development Worker.
My ideals are enshrined in preamble of our great constitution.
Love you all!",229,2243,2673,False,Coronavirus epidemy in Iran has past the crisis level. The country is imploding - law and order to disappear in the next days. A number of officials already died and mass infection among hospital staff and police forces reported.
2020-03-01 08:00:44+00:00,A kiss is just a kiss – except when it spreads the coronavirus | Free Malaysia Today https://t.co/hs8oq4UySU,dashashok,india,"Engagement, Process & Productivity",120,1737,971,False,
2020-03-01 08:00:44+00:00,"@dhamugaddam 
Dear Sir,
My daughter and her husband are trapped in Iran because of Corona virus, they are unable to return, please help them.  her Whatsapp no.  is 9811432391 &amp; 9999008742
Please help them.",arvindgupta363,new delhi india,,22,36,89,False,
2020-03-01 08:00:45+00:00,"RT @choi_bts2: According to Hope Bridge Korea Disaster Relief Association, BTS ARMY made about 8,000 donations to help for recovery of the…",bangtans_ab,delhi india,Wattpad| bangtans_ab,103,154,4192,False,"According to Hope Bridge Korea Disaster Relief Association, BTS ARMY made about 8,000 donations to help for recovery of the COVID19 (coronavirus)in Korea and the amount surpassed KRW 388M (USD323K) until today 1 Mar 1PM KST. @BTS_twt https://t.co/FBfHq2LCBx"
2020-03-01 08:00:51+00:00,"Hey ram ram....mout ke tamasha pe no comment ,,itni achhi hamari health treatment situation nahi hai,,aisa n ho ki ye India me aa Jaye,,, GDP ke slowdown me sath-sath pupulation v slowdown ho jayega. https://t.co/CbDVv9khLM",Vishwaj03717773,gopalganj india,"Son,
Citizen of India
_June Gemini~
Son, Citizen,Thinker, HindustanMeriJan.",14,52,458,False,
2020-03-01 08:00:58+00:00,"RT @AbdulHamidAhmad: Coronavirus in UAE: 'Don't wear face masks,' says ministry  https://t.co/eGOalKu1kw",Sir_Vibgoyr,mumbai india,🇮🇳Honest Patriot🔅Godse Murdabad🔅I love my Mataa who’s at Home🔅SM Volunteer 🔆RT’s not Endorsements,1884,509,36109,False,"Coronavirus in UAE: 'Don't wear face masks,' says ministry  https://t.co/eGOalKu1kw"
2020-03-01 08:01:06+00:00,"RT @choi_bts2: According to Hope Bridge Korea Disaster Relief Association, BTS ARMY made about 8,000 donations to help for recovery of the…",Afrojsayyed2,india,"OT7 💜😘 only Stan BTS, Fan girl💜Army, love yourself BÌTÇH 😅😃",1231,1405,11132,False,"According to Hope Bridge Korea Disaster Relief Association, BTS ARMY made about 8,000 donations to help for recovery of the COVID19 (coronavirus)in Korea and the amount surpassed KRW 388M (USD323K) until today 1 Mar 1PM KST. @BTS_twt https://t.co/FBfHq2LCBx"
2020-03-01 08:01:07+00:00,RT @NASAEarth: Airborne Nitrogen Dioxide Plummets Over China https://t.co/URfLNy0GZJ #NASA,ABhardwajan,bengaluru south india,Music. Love. Hates hypocrisy. Scientist.,19,374,897,False,Airborne Nitrogen Dioxide Plummets Over China https://t.co/URfLNy0GZJ #NASA
2020-03-01 08:01:10+00:00,RT @ty_dontsin: Imagine being a CEO and you’re losing millions purely because your customers are idiots.,MairhMilee,hyderabad india,"BTS ARMY.

OT7 matters.

Check out my YouTube channel for BTS at:",514,495,28596,False,Imagine being a CEO and you’re losing millions purely because your customers are idiots. https://t.co/xcz1rxtjSW
2020-03-01 08:01:12+00:00,"NASA images show nitrogen dioxide levels fall over China after coronavirus outbreak | Technology News,The Indian Express https://t.co/4akIJrZlkK",tyagu7,chennai india,https://t.co/oeHGInpp77,91,259,7404,False,
2020-03-01 08:01:17+00:00,"RT @Health_z_Wealth: If people stop driving vehicles at more than 30 kmph.

We can prevent 1.25 million deaths every year. (3,287 deaths a…",RajeevB08133589,mumbai india,Electrical engineer from IITR working with National oil company. Interest in stock market.,1,17,56,False,"If people stop driving vehicles at more than 30 kmph.

We can prevent 1.25 million deaths every year. (3,287 deaths a day). 

Plus, additional 20-50 million disabilities. (60,000 disabilities per day)

Most of these affect 15-45 yrs old.

Now, compare this to Coronavirus!!!"
2020-03-01 08:01:21+00:00,"RT @saurabhp151: While Russia has announced partial suspension of its incoming and outgoing flights to China, this viral claim has gone vir…",Shamindermahi16,new delhi india,"IFCN Certified Researcher |Misinformation debunker @NewscheckerIn | Media Manager| Pol Strategist| Ex @PTCNews @DailyPostIndia, @IndianPAC  | Views are personal",362,575,2493,False,"While Russia has announced partial suspension of its incoming and outgoing flights to China, this viral claim has gone viral.

Read this #FactCheck to know the truth.

#CoronaVirusUpdate #COVID2019 #Corona #ShaheenBagh #Kashmir #Kohli #NZvIND #Pakistan #AskStar #TeamIndia https://t.co/8Vukz6ah5I"
2020-03-01 08:01:25+00:00,#UnlimitedDistribution | Unlimited Releases | Pre-Order Setup | Barcodes &amp; ISRCs | Phone Support | Playlist Pitching | Distribution To Asia inc China | Distribution To Dance Stores | YouTube &amp; Monetisation | ₹1800 A YEAR https://t.co/1ROP74Pbxe  #musicdistribution #music https://t.co/45gUZMLEwf,HorusMusicIndia,mumbai india,"Sell your music online to hundreds of stores around the world with our bespoke digital #MusicDistribution, #MusicPublishing and #MusicMarketing services.",328,307,6281,False,
2020-03-01 08:01:29+00:00,"RT @RenukaJain6: China acted against @WSJ 

Will you @PrakashJavdekar ??

All lies about #AnkitSharma 

Show the courage. He was murdered b…",dozyRohit,kota india,"• Sarcastic • Geeky Guy • CA Aspirant • Introvert •
  • SRK-Dhoni Fan • Love sleeping • Music Lover •",66,169,6589,False,"China acted against @WSJ 

Will you @PrakashJavdekar ??

All lies about #AnkitSharma 

Show the courage. He was murdered brutally and you quite to act against lie peddling?

@narendramodi 

https://t.co/Ky2aTaXZF9"
2020-03-01 08:01:39+00:00,RT @WebSecurityIT: RT @DavidJOberly: Combating Coronavirus Phishing and Malware Attacks #cybersecurity #privacy #security #databreach #info…,sectest9,hyderabad india,News Hub! Get the latest Security News & Updates!,31808,1,1868969,False,RT @DavidJOberly: Combating Coronavirus Phishing and Malware Attacks #cybersecurity #privacy #security #databreach #infosec #biometrics #bu…
2020-03-01 08:01:43+00:00,RT @TechCrunch: Daily Crunch: Facebook cancels F8 over coronavirus concerns https://t.co/dZVsfbI67d by @anthonyha https://t.co/SeVDRboDoB,mayur_shingote,pune india,Staff Software Engineer,1317,352,191830,False,Daily Crunch: Facebook cancels F8 over coronavirus concerns https://t.co/dZVsfbI67d by @anthonyha https://t.co/SeVDRboDoB
2020-03-01 08:01:43+00:00,"Update #CoronavirusOutbreak

A Chinese whistleblower says more than 50000 body are cremated every day 24X7.
 
More than 1.5 Million people infected with #CoronaVirus in China. 

My Prediction #intuition again heading towards reality. @WIONews @palkisu https://t.co/Y9T2iwH5tD",VickyAgarwalaVA,bengal tiger india,"'Born To Help People. Need Help? Talk To Me.'
'Passionate.' 'Lover.' 'Smile & Love Giver.' 'Time Capsule.'
'I now also tweet about my INTUITION & Gut FEELING.'",2751,169,36490,False,
2020-03-01 08:01:47+00:00,"RT @irocksid: Across the world people are scared that Coronavirus might kill them. In India, we are scared of Indians. How can this be acce…",beingsb,mumbai india,Brand Licensing. Walk. Read. Tweet,613,311,12304,False,"Across the world people are scared that Coronavirus might kill them. In India, we are scared of Indians. How can this be acceptable in 2020?!!"
2020-03-01 08:01:47+00:00,RT @agirlinthepark: You guyssss🤭I’m speechless seeing screenshots of donations &amp; messages of support pouring in from all corners of the wor…,earthasjoon,india,"#KIMSEOKJIN: what do you think about creating good music in an honest way?
 https://t.co/uOSFF7K5Yg",353,416,8941,False,"You guyssss🤭I’m speechless seeing screenshots of donations &amp; messages of support pouring in from all corners of the world. I’ll keep my eye out for any updates/articles on ARMY donations. In the meantime, thank you for sending support &amp; love + making this world a better place💜 https://t.co/K4AP9PXkBL"
2020-03-01 08:01:53+00:00,"RT @BTSARMY_Salon: As of March 1st 1PM KST, about 8,000 #BTSARMY donated 388,940,386 won for COVID-19 relief with keywords like #방탄소년단 Bang…",Priya_Bangtan,india,"𝓑𝓽𝓼 ⟭⟬  
𝓛𝓸𝓿𝓮 𝔂𝓸𝓾𝓻𝓼𝓮𝓵𝓯 𝓵𝓸𝓿𝓮 𝓶𝔂𝓼𝓮𝓵𝓯 
𝓑𝓽𝓼 𝓬𝓸𝓶𝓮𝓼 𝓸𝓷𝓬𝓮 𝓲𝓷 𝓪 𝓵𝓲𝓯𝓮 𝓽𝓲𝓶𝓮
 𝘽𝙩𝙨 𝙥𝙖𝙫𝙚𝙙 𝙩𝙝𝙚 𝙬𝙖𝙮 💜",302,479,27228,False,"As of March 1st 1PM KST, about 8,000 #BTSARMY donated 388,940,386 won for COVID-19 relief with keywords like #방탄소년단 Bangtan, #BTS, ARMY. The staff said this amount doesn't even include the ARMY's donations made in BTS members' names like 'RM' or 'V'.
-
😭💜👍 @BTS_twt https://t.co/ddli4ikMYf"
2020-03-01 08:01:53+00:00,"RT @srijan_om: @asharamjibapu_ How to prevent corona virus?🤔 Use cowdung cakes for Holika dahan, &amp; celebrate Vedic Holi inspired by Sant Sh…",saanvi_shree,patna india,भगवान के अलावा कही भी मन लगाया तो अंत में रोना पड़ेगा...🕉️🙏🥀,1077,1107,8864,False,"@asharamjibapu_ How to prevent corona virus?🤔 Use cowdung cakes for Holika dahan, &amp; celebrate Vedic Holi inspired by Sant Shri Asharamji Bapu. You can easily make herbal colors at home using Palash, Turmeric etc 😇 #AdoptVedicHoliPreventCorona https://t.co/jKWzDV2fYa"
2020-03-01 08:01:58+00:00,"RT @choi_bts2: According to Hope Bridge Korea Disaster Relief Association, BTS ARMY made about 8,000 donations to help for recovery of the…",lisenhmt,nagaland india,"💜💜💜💜💜🐋🐨🐹🐱🐿️🐥🐯🐰🐳
💜💜💜💜💜
#7ToEternityWithBTS 💜 #일곱의_겨울과_봄_뒤에도_함께",266,285,85078,False,"According to Hope Bridge Korea Disaster Relief Association, BTS ARMY made about 8,000 donations to help for recovery of the COVID19 (coronavirus)in Korea and the amount surpassed KRW 388M (USD323K) until today 1 Mar 1PM KST. @BTS_twt https://t.co/FBfHq2LCBx"
2020-03-01 08:02:03+00:00,"RT @DailySabah: Over 86,000 people infected by coronavirus globally, as death toll reaches near 3,000
https://t.co/eE0RZVIbPJ",gkgauravanand,india,|Indian||Coding Passionate|| BE(CSE (AI/ML))|Loves Boys With Balls/Girls with Goals||Lives in Reality(ie: No Strawberry flavoured World)||Nationalist|,63,135,3129,False,"Over 86,000 people infected by coronavirus globally, as death toll reaches near 3,000
https://t.co/eE0RZVIbPJ"
2020-03-01 08:02:06+00:00,"RT @churumuri: ‘Crony capitalism’ is passe; ‘Bhakti’ is the new business model. Larsen &amp; Toubro, a listed company, offers to design and bui…",paranjoygt,delhi ncr india,"Journalist, author, publisher, educator and documentary film-maker",86479,356,19174,True,"‘Crony capitalism’ is passe; ‘Bhakti’ is the new business model. Larsen &amp; Toubro, a listed company, offers to design and build the Ram Temple in #Ayodhya for free—without signing a contract. L&amp;T had assembled the Made-in-China Patel statue in Gujarat. @NewIndianXpress @SEBI_India https://t.co/ctdMYHDzch"
2020-03-01 08:02:08+00:00,RT @r3dash: Scary. Very scary. https://t.co/xyDLssBXzO,ln_vidhya,chennai india,Mobile enthusiast.Belief in God & https://t.co/Ss7XkokCG4 lover probably more of a Tamil since that's t language I m fluent. Let Twitter b a place 2 spread positivity,50,132,1367,False,Scary. Very scary. https://t.co/xyDLssBXzO
2020-03-01 08:02:09+00:00,RT @jinnieslamp: Jin Korean Fanbase @kimseokjinteam_ donated a portion of the concert support fund (1.2M KRW) to Hope Bridge National Disas…,Yanisa0420,india,Disappointed idealist.,117,90,92270,False,"Jin Korean Fanbase @kimseokjinteam_ donated a portion of the concert support fund (1.2M KRW) to Hope Bridge National Disaster Relief Association under the name of 'BTS Jin.' 

“We hope that COVID-19 cases will be stabilized as soon as possible &amp; please take care of your health.” https://t.co/xZCbm3jGeP"
2020-03-01 08:02:14+00:00,Quotation of the Day: Readiness of U.S. for an Epidemic Raises Fears About Shortages by Unknown Author https://t.co/qRRLOnwvPQ,garjunp,hyderabad india,iam a website devoloper,35,38,79603,False,
2020-03-01 08:02:15+00:00,"RT @KarenFlemingPhD: PSA for non-science folks: Wonder why everyone is emphasizing hand washing? Sounds banal, but soap really IS an amazin…",wahidnoor2009,bihar india,"Community Development Worker.
My ideals are enshrined in preamble of our great constitution.
Love you all!",229,2243,2673,False,"PSA for non-science folks: Wonder why everyone is emphasizing hand washing? Sounds banal, but soap really IS an amazing weapon that we all have in our homes. This is because coronavirus is an ""enveloped"" virus, which means that it has an outer lipid membrane layer. 
1/3"
2020-03-01 08:02:16+00:00,RT @Shivkumarkiran: Residents of America Iran China India and everyone understand the #Secrets_Of_Vedas and make your familiar with the Kav…,AnkitSi34195096,jaunpur india,"God 😇😇 is one ☝️☝️ His name is Lord 😇😇 Kabir (सबका बाप कबीर)  🙏🙏
Follow back 💯💯",5237,5184,43355,False,"Residents of America Iran China India and everyone understand the #Secrets_Of_Vedas and make your familiar with the Kavir Dev or Kabir Saheb who is the father of all.
- Must Watch Sadhana TV 07:30PM (IST).
@SaintRampalJiM
 https://t.co/xD3QHxgl77"
2020-03-01 08:02:16+00:00,"RT @PeterSweden7: Corona virus Europe update.

🇮🇹: 1140
🇫🇷: 100
🇩🇪: 79
🇪🇸: 45
🇬🇧: 23
🇨🇭: 18
🇳🇴: 15
🇸🇪: 13
🇭🇷: 6
🇳🇱: 6
🇬🇷: 4
🇫🇮: 3
🇷🇴: 3
🇩🇰:…",Amit369Vasudev,amritsar india,,297,1011,13972,False,"Corona virus Europe update.

🇮🇹: 1140
🇫🇷: 100
🇩🇪: 79
🇪🇸: 45
🇬🇧: 23
🇨🇭: 18
🇳🇴: 15
🇸🇪: 13
🇭🇷: 6
🇳🇱: 6
🇬🇷: 4
🇫🇮: 3
🇷🇴: 3
🇩🇰: 3
🇬🇪: 3
🇪🇪: 1
🇧🇪: 1
🇲🇰: 1
🇸🇲: 1
🇱🇹: 1
🇧🇾: 1
🇮🇸: 1
🇲🇨: 1
🇱🇺: 1
🇨🇮: 1"
2020-03-01 08:02:16+00:00,"Coronavirus Live Updates: Trump Restricts Travel as Cases Near 87,000 Worldwide by Unknown Author https://t.co/yi3n6Ju4jM",garjunp,hyderabad india,iam a website devoloper,35,38,79603,False,
2020-03-01 08:02:19+00:00,"RT @choi_bts2: According to Hope Bridge Korea Disaster Relief Association, BTS ARMY made about 8,000 donations to help for recovery of the…",rmmonochild7,mumbai india,"Basking in love of BTS⁷ 💜
OT⁷ ⟭⟬💜⟬⟭²⁰¹³ |  BTS Fan account",838,999,56381,False,"According to Hope Bridge Korea Disaster Relief Association, BTS ARMY made about 8,000 donations to help for recovery of the COVID19 (coronavirus)in Korea and the amount surpassed KRW 388M (USD323K) until today 1 Mar 1PM KST. @BTS_twt https://t.co/FBfHq2LCBx"
2020-03-01 08:02:20+00:00,"RT @choi_bts2: According to Hope Bridge Korea Disaster Relief Association, BTS ARMY made about 8,000 donations to help for recovery of the…",priya_lizzy,india,"I'm the one i should love in this world 💜

































Need no Man🌚
Queens stayz Single🌝",91,125,29102,False,"According to Hope Bridge Korea Disaster Relief Association, BTS ARMY made about 8,000 donations to help for recovery of the COVID19 (coronavirus)in Korea and the amount surpassed KRW 388M (USD323K) until today 1 Mar 1PM KST. @BTS_twt https://t.co/FBfHq2LCBx"
2020-03-01 08:02:26+00:00,Coronavirus time bomb: America’s uninsured and brutal work culture https://t.co/bFfviIcfmi,oie1718,hyderabad india,We freeze your brain.,26,0,21114,False,
2020-03-01 08:02:34+00:00,RT @ty_dontsin: Imagine being a CEO and you’re losing millions purely because your customers are idiots.,sspanish_lemon,kolkata india,,232,176,2032,False,Imagine being a CEO and you’re losing millions purely because your customers are idiots. https://t.co/xcz1rxtjSW
2020-03-01 08:02:39+00:00,"RT @KarenFlemingPhD: PSA for non-science folks: Wonder why everyone is emphasizing hand washing? Sounds banal, but soap really IS an amazin…",aryeaaah,nagpur india,"Young and full of running.
I read, I try to create art and I strum my ukulele and sing along sometimes.
I'm here to rant, retweet and shitpost.",2308,500,52992,False,"PSA for non-science folks: Wonder why everyone is emphasizing hand washing? Sounds banal, but soap really IS an amazing weapon that we all have in our homes. This is because coronavirus is an ""enveloped"" virus, which means that it has an outer lipid membrane layer. 
1/3"
2020-03-01 08:02:40+00:00,"RT @choi_bts2: According to Hope Bridge Korea Disaster Relief Association, BTS ARMY made about 8,000 donations to help for recovery of the…",Priya_Bangtan,india,"𝓑𝓽𝓼 ⟭⟬  
𝓛𝓸𝓿𝓮 𝔂𝓸𝓾𝓻𝓼𝓮𝓵𝓯 𝓵𝓸𝓿𝓮 𝓶𝔂𝓼𝓮𝓵𝓯 
𝓑𝓽𝓼 𝓬𝓸𝓶𝓮𝓼 𝓸𝓷𝓬𝓮 𝓲𝓷 𝓪 𝓵𝓲𝓯𝓮 𝓽𝓲𝓶𝓮
 𝘽𝙩𝙨 𝙥𝙖𝙫𝙚𝙙 𝙩𝙝𝙚 𝙬𝙖𝙮 💜",302,479,27228,False,"According to Hope Bridge Korea Disaster Relief Association, BTS ARMY made about 8,000 donations to help for recovery of the COVID19 (coronavirus)in Korea and the amount surpassed KRW 388M (USD323K) until today 1 Mar 1PM KST. @BTS_twt https://t.co/FBfHq2LCBx"
2020-03-01 08:02:43+00:00,"RT @udaykotak: Coronavirus roils global financial markets, sparking chatter of coordinated monetary easing by central banks. 
Reminds me of…",Mohit33912144,tamil nadu india,,62,1793,2479,False,"Coronavirus roils global financial markets, sparking chatter of coordinated monetary easing by central banks. 
Reminds me of Mark Twain’s quote, “To a man with a hammer every problem looks like a nail!”"
2020-03-01 08:02:49+00:00,Coronavirus time bomb: America’s uninsured and brutal work culture https://t.co/CxPuIFOqTo via @Seedhi Baat,SeedhibaatF,bengaluru india,"We've just joined Twitter! Please follow us and tell your friends :(SEEDHIBAAT TV IS IN MULTIPLE LANGAUGES. ENG,URDU,KAN,HIN)
STAY TUNED WITH US!",2302,360,8569,False,
2020-03-01 08:02:55+00:00,How world is coping with Corona virus? The Less Visible Dimensions https://t.co/z45PNHWjoN via @indialegalmedia,colhari2,chennai india,"Strategic analyst. Retd MI specialist on South Asia,  Terrorism & insurgency associated with Chennai Centre for China Studies. RT is not endorsement",437,128,6232,False,
2020-03-01 08:02:55+00:00,"RT @choi_bts2: According to Hope Bridge Korea Disaster Relief Association, BTS ARMY made about 8,000 donations to help for recovery of the…",RashmiBharti20,india,"animal lover, love mother nature so much humanity, foodie, CSA ,Love BTS 💜@BTS_twt
#BTSARMY",31,102,3536,False,"According to Hope Bridge Korea Disaster Relief Association, BTS ARMY made about 8,000 donations to help for recovery of the COVID19 (coronavirus)in Korea and the amount surpassed KRW 388M (USD323K) until today 1 Mar 1PM KST. @BTS_twt https://t.co/FBfHq2LCBx"
2020-03-01 08:02:59+00:00,Indonesia’s frontline hospital defends policies to tackle coronavirus https://t.co/fDhWF3jray,moomblr,mumbai india,"Information at your fingertips from top social media news on topics to share on Facebook, YouTube, Google, Twitter and More.",1134,1893,241833,False,
2020-03-01 08:03:00+00:00,ICYMI: Juventus have quarantined their entire U23 squad after their recent opponents tested positive for coronavirus😲 #coronavirus #CoronaVirusUpdate #SerieA #Juventus #UCL #ChampionsLeague https://t.co/K8sPz12pCi,KhelNowWF,new delhi india,"Play is the Way! #IndianFootball 👉 @KhelNow
#Football #Soccer #WorldCup #UCL #EL #FIFA",248,21,8322,False,
2020-03-01 08:03:01+00:00,RT @Shivkumarkiran: Residents of America Iran China India and everyone understand the #Secrets_Of_Vedas and make your familiar with the Kav…,SUMITDA33341160,bahadurgarh india,,225,66,20192,False,"Residents of America Iran China India and everyone understand the #Secrets_Of_Vedas and make your familiar with the Kavir Dev or Kabir Saheb who is the father of all.
- Must Watch Sadhana TV 07:30PM (IST).
@SaintRampalJiM
 https://t.co/xD3QHxgl77"
